student_preference,lecturer_topics,match
I want to gain hands-on experience in Biochemical/ Bioprocess Engineering.,"['Electrical circuits I & II', 'Vibrations', 'Statistics education']",0
I want to gain hands-on experience in Structural mechanics.,"['Sports Engineering and Performance Analysis', 'Electrochemical energy storage and conversion', 'Database Management Systems']",0
I am excited to explore the latest advancements in Solid Waste Management.,"['Urban Planning', 'Engineering Design & Ethics', 'Artificial Intelligence Machine Learning, Neural Networks']",0
I am looking to enhance my skills in Evolutionary Computation and Swarm Intelligence.,"['Optimization of material properties for energy storage, heat transfer, & electromagnetic applications', 'Communication systems', 'Evolutionary Computation and Swarm Intelligence']",1
I want to bated by Fastening technology and its potential to solve real-world problems.,"['Design, creative thinking, design thinking, computational thinking', 'Design of ionic liquids for carbon dioxide removal', 'Fastening technology']",1
I am interested in learning about Engineering Physics and its applications.,"['Polymer recycling', 'Big Data Analytics and Visualization', 'Engineering design']",0
I want to gain hands-on experience in Numerical Methods for Civil Engineers.,"['Robotic Process Automation', 'Reinforcement Learning', 'SDN']",0
I want to gain hands-on experience in Process Design and Simulation.,"['Climate Change', 'Energy policy', 'Structural mechanics']",0
I am passionate about Advanced Deep Learning and want to explore more in this field.,"['Programming for Data Science', 'Federated Learning', 'LiFi and free space optics']",0
I want to gain hands-on experience in Machine learning approaches.,"['Synthesis & development of 2D nanomaterials, composites, & intermetallic compounds', 'Recommender Systems', 'IoT Security']",0
I am passionate about Artificial intelligence for renewable energy and want to explore more in this field.,"['Technology adoption', 'AI and Learning Algorithms: Machine Learning, Deep Learning', 'Aerodynamic Performance Analysis']",0
I am passionate about Electrochemical Sensors for Bio-anayltes and water Pollutants and want to explore more in this field.,"['Information and Communication Technology/ Information Technology/ Multimedia/ Information System', 'Design of integrated biorefineries', 'Engineering Physics']",0
I am fascino collaborate on research in Predictive Analytics.,"['Advanced Fluid Dynamics', 'Wastewater treatment [Biological treatment, adsorption]', 'Predictive Analytics']",1
I want to bated by Eutectic Phase Change Materials and its potential to solve real-world problems.,"['Intelligent transportation systems', 'Startup Foundry', 'Eutectic Phase Change Materials']",1
I am interested in learning about Digital Forensics and its applications.,"['Mobile programming', 'Cloud Computing Security', 'Digital Forensics']",1
I am looking to enhance my skills in Cellular-connected drones.,"['Master thesis compilation', 'Operating Systems', 'Solid and Fluid Mechanics']",0
I am fascino collaborate on research in Housing policy.,"['Resource conservation via process integration techniques', 'Mobile computing', 'Housing policy']",1
I am excited to explore the latest advancements in Mechanics.,"['Radiation and Medical Physics', 'Network and Information Security', 'Mechanics']",1
I want to gain hands-on experience in Networking Principles.,"['Green chemistry', 'Ethical Hacking and Penetration Testing', 'Networking Principles']",1
I am fascino collaborate on research in Generative AI ethics and management.,"['Game Development', 'Introduction to Statistic', 'Generative AI ethics and management']",1
I want to contribute to innovative solutions in Embedded Programming.,"['Movement Detection', 'Final Year Project', 'Embedded Programming']",1
I want to contribute to innovative solutions in Biomass Valorization.,"['Organic Chemistry', 'Heat transfer fluids, phase change materials and energy harvesting', 'Biomass Valorization']",1
I am eager tuild a career in Control Systems.,"['Battery state estimation', 'Fluid Drive System', 'Count data modelling']",0
I am interested in learning about Additive Manufacturing and its applications.,"['Radiation Physics: Detection and removal of toxic metals in food and environmental samples', 'Human factors in Software Systems', 'Programming Paradigms']",0
I am fascino collaborate on research in Business Computing.,"['Artificial intelligence for renewable energy', 'Computer Systems Engineering', 'Business Computing']",1
I want to bated by Photonics and its potential to solve real-world problems.,"['Eutectic Phase Change Materials', 'Deep Learning', 'Astrophysics']",0
I am looking to enhance my skills in Techno-economic Assessment for Renewable Energy System.,"['Modular and precast structures', 'Sustainable consumption and production framework', 'Smart Energy-Efficient Buildings']",0
"I am excited to explore the latest advancements in Programming in C++, Java and Python.","['Fermentation Technology', 'Energy planning for greenhouse gases emission reduction', 'Federated Learning']",0
I am eager tuild a career in Land use planning and optimisation.,"['Energy policy', 'Financial Technology', 'Land use planning and optimisation']",1
I am eager tuild a career in Business Computing.,"['Agro-industrial system optimisation', 'Marine Engineering', 'Business Computing']",1
I am eager tuild a career in Energy and environmental physics.,"['The Internet of Things: Data Science, Embedded Systems, Cloud Solutions', 'Data Analytics using Python', 'Wireless propagation and channel modelling']",0
I want to contribute to innovative solutions in Nanofluids.,"['Heat transfer fluids, phase change materials and energy harvesting', 'Advanced Energy Materials', 'STEM Education']",0
"I want to gain hands-on experience in Instrumentation, Measurement and Controls.","['High-speed computer and Telecommunications networks', 'UI/UX Design Development', 'Instrumentation, Measurement and Controls']",1
I am fascino collaborate on research in Nanotechnology: Synthesis of h-BN for neutron sensing and antimicrobial applications ..,"['Data Science', 'Advanced Fluid Dynamics', 'Engineering Mathematics IV']",0
I want to bated by Information Retrieval and its potential to solve real-world problems.,"['NLP', 'Information Systems Management and Strategy', 'Information Retrieval']",1
I want to gain hands-on experience in Generative AI ethics and management.,"['Database Management Systems', 'Tele-robotics', 'Digital Communications']",0
"I am looking to enhance my skills in Electrochemical Energy storage Devices  (Supercapacitor, Fuel Cell, Batteries).","['Circuit and System Simulation', 'Digital healthcare', 'Radioanalytical techniques for characterisation of media']",0
I am passionate about Individual Research Project. and want to explore more in this field.,"['Engineering Design & Ethics', 'Heat transfer fluids, phase change materials and energy harvesting', 'Individual Research Project.']",1
I am eager tuild a career in Hydrological Cycle Analysis.,"['Computer Graphic', 'Fuel & Combustion', 'Education Technology']",0
I am eager tuild a career in Sensor Technology.,"['Fuel & Combustion', 'Wireless propagation and channel modelling', 'Cyber-Physical Systems']",0
I am interested in learning about Process & Food Engineering and its applications.,"['Electromagnetic Theory', 'Introduction to Networking', 'Process & Food Engineering']",1
I am excited to explore the latest advancements in Engineering Design & Ethics.,"['Optimization technique', 'BAA5043 Business Intelligence', 'Engineering Design & Ethics']",1
I am passionate about Wireless sensor networks and want to explore more in this field.,"['The Internet of Things: Data Science, Embedded Systems, Cloud Solutions', 'Business System Analysis and Design', 'Wireless sensor networks']",1
